PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jake Bates,2571759,K,DET,@IND,2.89,0.18,,0.37,0.49,0.49,0.18,,,0.06,7.73,11,15,8.00,0.27
Chris Boswell,2550545,K,PIT,@CLE,1.76,0.31,,0.39,0.7,0.55,0.32,,,,7.90,9,16,8.00,0.1
Matt Gay,2562271,K,IND,DET,2.05,0.12,,0.41,0.53,0.41,0.29,,,0.06,7.54,14,17,6.00,-1.54
Chad Ryland,2570125,K,ARI,@SEA,1.96,0.24,,0.49,0.49,0.49,0.24,,,,7.34,17,18,6.00,-1.34
Jake Moody,2570308,K,SF,@GB,2.81,0.18,,0.41,0.53,0.41,0.23,,,0.06,7.82,10,19,5.00,-2.82
Dustin Hopkins,2539227,K,CLE,PIT,2.2,0.11,,0.38,0.48,0.43,0.21,,,0.05,7.17,20,20,4.00,-3.17
Chase McLaughlin,2563203,K,TB,@NYG,2.05,0.12,,0.41,0.53,0.41,0.29,,,0.06,7.54,15,21,3.00,-4.54
Jason Myers,2553112,K,SEA,ARI,2.3,0.12,,0.42,0.55,0.49,0.18,,,0.06,7.65,12,22,3.00,-4.65
Austin Seibert,2562729,K,WAS,DAL,1.98,0.07,,0.2,0.79,0.63,0.23,,,0.07,8.34,2,23,3.00,-5.34
Joshua Karty,2572201,K,LAR,PHI,2.46,0.11,,0.4,0.46,0.46,0.17,,,0.06,7.34,16,24,2.00,-5.34
Graham Gano,71309,K,NYG,TB,1.8,0.11,,0.44,0.49,0.44,0.16,,,0.05,6.77,23,25,1.00,-5.77
Joey Slye,2563132,K,NE,@MIA,1.98,0.12,,0.41,0.47,0.41,0.23,,,0.06,6.99,21,26,1.00,-5.99
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,27,27,0.00,
Mike Badgley,2560965,K,DET,@IND,,,,,,,,,,,0.00,28,28,0.00,0.0
Tyler Bass,2563596,K,BUF,Bye,,,,,,,,,,,,29,29,0.00,
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,30,30,0.00,
Harrison Butker,2558245,K,KC,@CAR,,,,,,,,,,,0.00,31,31,0.00,0.0
Anders Carlson,2569750,K,NYJ,Bye,,,,,,,,,,,,32,32,0.00,
Zane Gonzalez,2558178,K,WAS,DAL,,,,,,,,,,,0.00,33,33,0.00,0.0
Blake Grupe,2571234,K,NO,Bye,,,,,,,,,,,,34,34,0.00,
Alex Hale,2573890,K,GB,SF,,,,,,,,,,,0.00,35,35,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,36,36,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,37,37,0.00,
Younghoe Koo,2559205,K,ATL,Bye,,,,,,,,,,,,38,38,0.00,
Cam Little,2572147,K,JAX,Bye,,,,,,,,,,,,39,39,0.00,
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,40,0.00,
Jude McAtamney,2573503,K,NYG,TB,,,,,,,,,,,0.00,41,41,0.00,0.0
Evan McPherson,2565953,K,CIN,Bye,,,,,,,,,,,,42,42,0.00,
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,44,44,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,45,45,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,46,46,0.00,
Matt Prater,2506677,K,ARI,@SEA,,,,,,,,,,,0.00,47,47,0.00,0.0
Will Reichard,2572273,K,MIN,@CHI,,,,,,,,,,,0.00,48,48,0.00,0.0
Charlie Smyth,2572330,K,NO,Bye,,,,,,,,,,,,49,49,0.00,
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,50,0.00,
Matthew Wright,2562968,K,KC,@CAR,,,,,,,,,,,0.00,51,51,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
Greg Zuerlein,2534797,K,NYJ,Bye,,,,,,,,,,,,53,53,0.00,
