PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jacob Breeland,2565321,TE,FA,Bye,,,,,,,,,,,,,21,0.00,
Daniel Brown,2553900,TE,KC,@LV,,,,,,,,,,,,0.00,22,0.00,0.0
Pharaoh Brown,2559018,TE,HOU,Bye,,,,,,,,,,,,,23,0.00,
Harrison Bryant,2563767,TE,CLE,@NE,,,,,,,,,,,,2.16,24,0.00,-2.16
Hunter Bryant,2563923,TE,DET,@PIT,,,,,,,,,,,,0.00,25,0.00,0.0
Ian Bunting,2563073,TE,DAL,ATL,,,,,,,,,,,,0.00,26,0.00,0.0
Trey Burton,2550284,TE,FA,Bye,,,,,,,,,,,,,27,0.00,
Matt Bushman,2565639,TE,LV,KC,,,,,,,,,,,,0.00,28,0.00,0.0
Jake Butt,2557859,TE,FA,Bye,,,,,,,,,,,,,29,0.00,
Stephen Carlson,2563044,TE,CLE,@NE,,,,,,,,,,,,,30,0.00,
Derek Carrier,2534241,TE,LV,KC,,,,,,,,,,,,,31,0.00,
Cethan Carter,2558929,TE,MIA,BAL,,,,,,,,,,,,0.51,32,0.00,-0.51
Darion Clark,2563434,TE,FA,Bye,,,,,,,,,,,,,33,0.00,
Tyler Conklin,2561027,TE,MIN,@LAC,,,,,,,,,,,,6.50,34,0.00,-6.5
Jared Cook,71265,TE,LAC,MIN,,,,,,,,,,,,7.63,35,0.00,-7.63
Jason Croom,2559159,TE,PHI,@DEN,,,,,,,,,,,,,36,0.00,
Dominique Dafney,2565540,TE,GB,SEA,,,,,,,,,,,,0.27,37,0.00,-0.27
Darrell Daniels,2558886,TE,ARI,CAR,,,,,,,,,,,,0.87,38,0.00,-0.87
Zach Davidson,2566301,TE,MIN,@LAC,,,,,,,,,,,,0.00,39,0.00,0.0
Tyler Davis,2564178,TE,GB,SEA,,,,,,,,,,,,0.38,40,0.00,-0.38
Josiah Deguara,2563980,TE,GB,SEA,,,,,,,,,,,,2.72,41,0.00,-2.72
Seth DeValve,2556365,TE,FA,Bye,,,,,,,,,,,,,42,0.00,
Brandon Dillon,2562984,TE,MIN,@LAC,,,,,,,,,,,,0.00,43,0.00,0.0
Will Dissly,2561046,TE,SEA,@GB,,,,,,,,,,,,2.84,44,0.00,-2.84
Jack Doyle,2540232,TE,IND,JAX,,,,,,,,,,,,4.65,45,0.00,-4.65
Ross Dwelley,2561060,TE,SF,LA,,,,,,,,,,,,0.80,46,0.00,-0.8
Eric Ebron,2543466,TE,PIT,DET,,,,,,,,,,,,3.11,47,0.00,-3.11
Tyler Eifert,2540148,TE,FA,Bye,,,,,,,,,,,,,48,0.00,
Ben Ellefson,2564181,TE,MIN,@LAC,,,,,,,,,,,,,49,0.00,
Evan Engram,2557858,TE,NYG,Bye,,,,,,,,,,,,,50,0.00,
Zach Ertz,2540158,TE,ARI,CAR,,,,,,,,,,,,8.56,51,0.00,-8.56
Gerald Everett,2557889,TE,SEA,@GB,,,,,,,,,,,,4.01,52,0.00,-4.01
Noah Fant,2562383,TE,DEN,PHI,,,,,,,,,,,,8.50,53,0.00,-8.5
Luke Farrell,2566160,TE,JAX,@IND,,,,,,,,,,,,1.08,54,0.00,-1.08
Darren Fells,2540928,TE,FA,Bye,,,,,,,,,,,,,55,0.00,
Anthony Firkser,2558942,TE,TEN,NO,,,,,,,,,,,,1.96,56,0.00,-1.96
Austin Fort,2563037,TE,TEN,NO,,,,,,,,,,,,0.00,57,0.00,0.0
Jody Fortson,2563259,TE,KC,@LV,,,,,,,,,,,,,58,0.00,
Jordan Franks,2561330,TE,FA,Bye,,,,,,,,,,,,,59,0.00,
Pat Freiermuth,2566442,TE,PIT,DET,,,,,,,,,,,,7.03,60,0.00,-7.03
Troy Fumagalli,2560734,TE,NE,CLE,,,,,,,,,,,,,61,0.00,
Zach Gentry,2562654,TE,PIT,DET,,,,,,,,,,,,1.87,62,0.00,-1.87
Mike Gesicki,2560994,TE,MIA,BAL,,,,,,,,,,,,10.02,63,0.00,-10.02
Reggie Gilliam,2565378,TE,BUF,@NYJ,,,,,,,,,,,,0.58,64,0.00,-0.58
Dallas Goedert,2560995,TE,PHI,@DEN,,,,,,,,,,,,9.24,65,0.00,-9.24
Jaeden Graham,2561622,TE,ATL,@DAL,,,,,,,,,,,,,66,0.00,
Jimmy Graham,497236,TE,CHI,Bye,,,,,,,,,,,,,67,0.00,
Kylen Granson,2566145,TE,IND,JAX,,,,,,,,,,,,1.03,68,0.00,-1.03
Noah Gray,2566178,TE,KC,@LV,,,,,,,,,,,,0.50,69,0.00,-0.5
Farrod Green,2564121,TE,IND,JAX,,,,,,,,,,,,0.00,70,0.00,0.0
Garrett Griffin,2557033,TE,NO,@TEN,,,,,,,,,,,,0.50,71,0.00,-0.5
Ryan Griffin,2541316,TE,NYJ,BUF,,,,,,,,,,,,3.52,72,0.00,-3.52
Nakie Griffin-Stewart,2564544,TE,KC,@LV,,,,,,,,,,,,0.00,73,0.00,0.0
Rob Gronkowski,497240,TE,TB,@WAS,,,,,,,,,,,,7.20,74,0.00,-7.2
Nick Guggemos,2565804,TE,FA,Bye,,,,,,,,,,,,,75,0.00,
Demetrius Harris,2541187,TE,ARI,CAR,,,,,,,,,,,,0.00,76,0.00,0.0
Jacob Harris,2566220,TE,LA,@SF,,,,,,,,,,,,,77,0.00,
Daniel Helm,2562284,TE,LV,KC,,,,,,,,,,,,0.36,78,0.00,-0.36
Temarrick Hemingway,2555486,TE,FA,Bye,,,,,,,,,,,,,79,0.00,
Hunter Henry,2555341,TE,NE,CLE,,,,,,,,,,,,6.76,80,0.00,-6.76
Hale Hentges,2563066,TE,FA,Bye,,,,,,,,,,,,,81,0.00,
Chris Herndon,2560738,TE,MIN,@LAC,,,,,,,,,,,,0.85,82,0.00,-0.85
Tyler Higbee,2555364,TE,LA,@SF,,,,,,,,,,,,7.02,83,0.00,-7.02
Cole Hikutini,2558953,TE,FA,Bye,,,,,,,,,,,,,84,0.00,
Josh Hill,2541834,TE,FA,Bye,,,,,,,,,,,,,85,0.00,
T.J. Hockenson,2562378,TE,DET,@PIT,,,,,,,,,,,,10.33,86,0.00,-10.33
Jacob Hollister,2558956,TE,JAX,@IND,,,,,,,,,,,,1.44,87,0.00,-1.44
J.P. Holtz,2556852,TE,CHI,Bye,,,,,,,,,,,,,88,0.00,
Austin Hooper,2555415,TE,CLE,@NE,,,,,,,,,,,,6.13,89,0.00,-6.13
Brycen Hopkins,2564349,TE,LA,@SF,,,,,,,,,,,,0.28,90,0.00,-0.28
Jesper Horsted,2563270,TE,CHI,Bye,,,,,,,,,,,,,91,0.00,
O.J. Howard,2557856,TE,TB,@WAS,,,,,,,,,,,,4.56,92,0.00,-4.56
Tanner Hudson,2561215,TE,SF,LA,,,,,,,,,,,,0.00,93,0.00,0.0
Tommy Hudson,2565450,TE,TEN,NO,,,,,,,,,,,,,94,0.00,
Hayden Hurst,2560747,TE,ATL,@DAL,,,,,,,,,,,,4.66,95,0.00,-4.66
Ryan Izzo,2560751,TE,SEA,@GB,,,,,,,,,,,,0.00,96,0.00,0.0
Tyree Jackson,2562435,TE,PHI,@DEN,,,,,,,,,,,,0.72,97,0.00,-0.72
Jesse James,2552633,TE,CHI,Bye,,,,,,,,,,,,,98,0.00,
Blake Jarwin,2559193,TE,DAL,ATL,,,,,,,,,,,,,99,0.00,
Rysen John,2564742,TE,NYG,Bye,,,,,,,,,,,,,100,0.00,
Juwan Johnson,2564676,TE,NO,@TEN,,,,,,,,,,,,2.06,101,0.00,-2.06
Brevin Jordan,2566130,TE,HOU,Bye,,,,,,,,,,,,,102,0.00,
Hunter Kampmoyer,2566481,TE,LAC,MIN,,,,,,,,,,,,0.00,103,0.00,0.0
Dalton Keene,2564616,TE,NE,CLE,,,,,,,,,,,,,104,0.00,
Nick Keizer,2561115,TE,FA,Bye,,,,,,,,,,,,,105,0.00,
Travis Kelce,2540258,TE,KC,@LV,,,,,,,,,,,,12.83,106,0.00,-12.83
George Kittle,2558266,TE,SF,LA,,,,,,,,,,,,9.36,107,0.00,-9.36
Cole Kmet,2563704,TE,CHI,Bye,,,,,,,,,,,,,108,0.00,
Dawson Knox,2562681,TE,BUF,@NYJ,,,,,,,,,,,,9.70,109,0.00,-9.7
Tyler Kroft,2552586,TE,NYJ,BUF,,,,,,,,,,,,,110,0.00,
Matt LaCosse,2553667,TE,NE,CLE,,,,,,,,,,,,0.00,111,0.00,0.0
Marcedes Lewis,2495888,TE,GB,SEA,,,,,,,,,,,,1.84,112,0.00,-1.84
Hunter Long,2566286,TE,MIA,BAL,,,,,,,,,,,,0.00,113,0.00,0.0
Tyler Mabry,2565168,TE,SEA,@GB,,,,,,,,,,,,0.00,114,0.00,0.0
Alize Mack,2562307,TE,FA,Bye,,,,,,,,,,,,,115,0.00,
Chris Manhertz,2552622,TE,JAX,@IND,,,,,,,,,,,,0.29,116,0.00,-0.29
Kyle Markway,2564763,TE,FA,Bye,,,,,,,,,,,,,117,0.00,
Tyree Mayfield,2563145,TE,FA,Bye,,,,,,,,,,,,,118,0.00,
Vance McDonald,2540215,TE,FA,Bye,,,,,,,,,,,,,119,0.00,
Codey McElroy,2561239,TE,TB,@WAS,,,,,,,,,,,,0.00,120,0.00,0.0
Sean McKeon,2563854,TE,DAL,ATL,,,,,,,,,,,,1.06,121,0.00,-1.06
Tre' McKitty,2566490,TE,LAC,MIN,,,,,,,,,,,,0.89,122,0.00,-0.89
Briley Moore-McKinney,2566956,TE,TEN,NO,,,,,,,,,,,,0.00,123,0.00,0.0
Foster Moreau,2562317,TE,LV,KC,,,,,,,,,,,,1.73,124,0.00,-1.73
Quintin Morris,2566641,TE,BUF,@NYJ,,,,,,,,,,,,0.00,125,0.00,0.0
Thaddeus Moss,2565288,TE,CIN,Bye,,,,,,,,,,,,,126,0.00,
Johnny Mundt,2558875,TE,LA,@SF,,,,,,,,,,,,,127,0.00,
Chris Myarick,2563210,TE,NYG,Bye,,,,,,,,,,,,,128,0.00,
Isaac Nauta,2562691,TE,FA,Bye,,,,,,,,,,,,,129,0.00,
David Njoku,2557986,TE,CLE,@NE,,,,,,,,,,,,4.87,130,0.00,-4.87
James O'Shaughnessy,2553318,TE,JAX,@IND,,,,,,,,,,,,,131,0.00,
Albert Okwuegbunam,2563911,TE,DEN,PHI,,,,,,,,,,,,3.92,132,0.00,-3.92
Josh Oliver,2562693,TE,BAL,@MIA,,,,,,,,,,,,1.26,133,0.00,-1.26
Greg Olsen,2495700,TE,FA,Bye,,,,,,,,,,,,,134,0.00,
Donald Parham,2562394,TE,LAC,MIN,,,,,,,,,,,,3.35,135,0.00,-3.35
Colby Parkinson,2565180,TE,SEA,@GB,,,,,,,,,,,,0.39,136,0.00,-0.39
Jared Pinkney,2563518,TE,LA,@SF,,,,,,,,,,,,0.00,137,0.00,0.0
Kyle Pitts,2565830,TE,ATL,@DAL,,,,,,,,,,,,11.39,138,0.00,-11.39
Tony Poljan,2566620,TE,BAL,@MIA,,,,,,,,,,,,0.00,139,0.00,0.0
Jake Powell,2563134,TE,FA,Bye,,,,,,,,,,,,,140,0.00,
MyCole Pruitt,2552401,TE,TEN,NO,,,,,,,,,,,,1.84,141,0.00,-1.84
Paul Quessenberry,2565531,TE,HOU,Bye,,,,,,,,,,,,,142,0.00,
Kevin Rader,2561264,TE,PIT,DET,,,,,,,,,,,,0.00,143,0.00,0.0
Dax Raymond,2562710,TE,FA,Bye,,,,,,,,,,,,,144,0.00,
Jordan Reed,2540160,TE,FA,Bye,,,,,,,,,,,,,145,0.00,
Sammis Reyes,2565807,TE,WAS,TB,,,,,,,,,,,,0.57,146,0.00,-0.57
Giovanni Ricci,2563668,TE,CAR,@ARI,,,,,,,,,,,,0.26,147,0.00,-0.26
Ellis Richardson,2563081,TE,FA,Bye,,,,,,,,,,,,,148,0.00,
Richard Rodgers,2550313,TE,PHI,@DEN,,,,,,,,,,,,0.00,149,0.00,0.0
Kyle Rudolph,2495438,TE,NYG,Bye,,,,,,,,,,,,,150,0.00,
Drew Sample,2562720,TE,CIN,Bye,,,,,,,,,,,,,151,0.00,
Eric Saubert,2558023,TE,DEN,PHI,,,,,,,,,,,,1.01,152,0.00,-1.01
Mason Schreck,2558864,TE,CIN,Bye,,,,,,,,,,,,,153,0.00,
Dalton Schultz,2560866,TE,DAL,ATL,,,,,,,,,,,,9.03,154,0.00,-9.03
Ricky Seals-Jones,2559248,TE,WAS,TB,,,,,,,,,,,,5.57,155,0.00,-5.57
Adam Shaheen,2558144,TE,MIA,BAL,,,,,,,,,,,,2.50,156,0.00,-2.5
Irv Smith,2562738,TE,MIN,@LAC,,,,,,,,,,,,,157,0.00,
Jonnu Smith,2558207,TE,NE,CLE,,,,,,,,,,,,4.77,158,0.00,-4.77
Kaden Smith,2562740,TE,NYG,Bye,,,,,,,,,,,,,159,0.00,
Lee Smith,2495347,TE,ATL,@DAL,,,,,,,,,,,,1.12,160,0.00,-1.12
Durham Smythe,2560880,TE,MIA,BAL,,,,,,,,,,,,2.87,161,0.00,-2.87
Dylan Soehner,2565711,TE,NO,@TEN,,,,,,,,,,,,,162,0.00,
Matt Sokol,2562980,TE,JAX,@IND,,,,,,,,,,,,0.00,163,0.00,0.0
Jeremy Sprinkle,2557886,TE,DAL,ATL,,,,,,,,,,,,0.39,164,0.00,-0.39
Jace Sternberger,2562744,TE,FA,Bye,,,,,,,,,,,,,165,0.00,
Luke Stocker,2495234,TE,MIN,@LAC,,,,,,,,,,,,1.07,166,0.00,-1.07
Jack Stoll,2567061,TE,PHI,@DEN,,,,,,,,,,,,0.45,167,0.00,-0.45
Stephen Sullivan,2565192,TE,CAR,@ARI,,,,,,,,,,,,0.00,168,0.00,0.0
Geoff Swaim,2553454,TE,TEN,NO,,,,,,,,,,,,3.41,169,0.00,-3.41
Tommy Sweeney,2562750,TE,BUF,@NYJ,,,,,,,,,,,,1.23,170,0.00,-1.23
Tyrone Swoopes,2559263,TE,FA,Bye,,,,,,,,,,,,,171,0.00,
Tim Tebow,497135,TE,FA,Bye,,,,,,,,,,,,,172,0.00,
Hunter Thedford,2565585,TE,FA,Bye,,,,,,,,,,,,,173,0.00,
Ian Thomas,2560894,TE,CAR,@ARI,,,,,,,,,,,,1.99,174,0.00,-1.99
Jordan Thomas,2560896,TE,FA,Bye,,,,,,,,,,,,,175,0.00,
Logan Thomas,2543767,TE,WAS,TB,,,,,,,,,,,,,176,0.00,
Colin Thompson,2559268,TE,CAR,@ARI,,,,,,,,,,,,0.00,177,0.00,0.0
Noah Togiai,2564865,TE,PHI,@DEN,,,,,,,,,,,,0.00,178,0.00,0.0
Levine Toilolo,2540203,TE,NYG,Bye,,,,,,,,,,,,,179,0.00,
Eric Tomlinson,2553744,TE,BAL,@MIA,,,,,,,,,,,,0.00,180,0.00,0.0
Robert Tonyan,2559270,TE,GB,SEA,,,,,,,,,,,,,181,0.00,
Adam Trautman,2564703,TE,NO,@TEN,,,,,,,,,,,,4.93,182,0.00,-4.93
Ross Travis,2554630,TE,FA,Bye,,,,,,,,,,,,,183,0.00,
Tommy Tremble,2565914,TE,CAR,@ARI,,,,,,,,,,,,3.19,184,0.00,-3.19
Carl Tucker,2566665,TE,FA,Bye,,,,,,,,,,,,,185,0.00,
C.J. Uzomah,2552559,TE,CIN,Bye,,,,,,,,,,,,,186,0.00,
Nick Vannett,2555289,TE,NO,@TEN,,,,,,,,,,,,,187,0.00,
Andrew Vollert,2561284,TE,FA,Bye,,,,,,,,,,,,,188,0.00,
Delanie Walker,2495966,TE,FA,Bye,,,,,,,,,,,,,189,0.00,
Darren Waller,2552408,TE,LV,KC,,,,,,,,,,,,14.38,190,0.00,-14.38
Kahale Warring,2562771,TE,BUF,@NYJ,,,,,,,,,,,,0.00,191,0.00,0.0
Trevon Wesco,2562777,TE,NYJ,BUF,,,,,,,,,,,,0.54,192,0.00,-0.54
Nate Wieting,2563815,TE,FA,Bye,,,,,,,,,,,,,193,0.00,
Mitchell Wilcox,2563749,TE,CIN,Bye,,,,,,,,,,,,,194,0.00,
Carson Williams,2565669,TE,FA,Bye,,,,,,,,,,,,,195,0.00,
Maxx Williams,2552468,TE,ARI,CAR,,,,,,,,,,,,,196,0.00,
Luke Willson,2541199,TE,FA,Bye,,,,,,,,,,,,,197,0.00,
Caleb Wilson,2562603,TE,DEN,PHI,,,,,,,,,,,,0.00,198,0.00,0.0
Jason Witten,2505629,TE,FA,Bye,,,,,,,,,,,,,199,0.00,
Charlie Woerner,2565129,TE,SF,LA,,,,,,,,,,,,0.92,200,0.00,-0.92
Eli Wolf,2565354,TE,IND,JAX,,,,,,,,,,,,0.00,201,0.00,0.0
Ethan Wolf,2561422,TE,NO,@TEN,,,,,,,,,,,,0.00,202,0.00,0.0
Kenny Yeboah,2565768,TE,NYJ,BUF,,,,,,,,,,,,0.00,203,0.00,0.0
Deon Yelder,2561293,TE,TB,@WAS,,,,,,,,,,,,0.00,204,0.00,0.0
