PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jude McAtamney,2573503,K,NYG,@DAL,,,,,,,,,,,0.00,40,40,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,41,41,0.00,
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,42,42,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,44,44,0.00,
Matt Prater,2506677,K,ARI,@MIN,,,,,,,,,,,0.00,45,45,0.00,0.0
Will Reichard,2572273,K,MIN,ARI,,,,,,,,,,,0.00,46,46,0.00,0.0
Austin Seibert,2562729,K,WAS,TEN,,,,,,,,,,,0.00,48,47,0.00,0.0
Spencer Shrader,2573175,K,KC,LV,,,,,,,,,,,0.00,49,48,0.00,0.0
Charlie Smyth,2572330,K,NO,LAR,,,,,,,,,,,0.00,50,49,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,51,50,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,51,0.00,
Greg Zuerlein,2534797,K,NYJ,SEA,,,,,,,,,,,0.00,53,52,0.00,0.0
Anders Carlson,2569750,K,NYJ,SEA,2.49,0.25,,0.5,0.5,0.5,0.25,,,,7.99,11,53,-1.00,-8.99
