PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Cameron Dicker,2568435,K,LAC,TB,2.35,0.12,,0.41,0.53,0.47,0.29,,,0.06,8.08,7,22,6.00,-2.08
Cairo Santos,2550636,K,CHI,@MIN,2.08,0.11,,0.38,0.49,0.44,0.22,,,,7.22,17,23,6.00,-1.22
Jason Sanders,2561153,K,MIA,@HOU,2.67,0.12,,0.41,0.46,0.46,0.17,,,0.06,7.55,11,24,5.00,-2.55
Justin Tucker,2536340,K,BAL,@NYG,2.74,0.47,,0.45,0.51,0.51,0.29,,,,7.70,10,25,5.00,-2.7
Cade York,2567487,K,CIN,@TEN,2.05,0.26,,0.45,0.51,0.51,0.26,,,0.06,7.43,14,26,4.00,-3.43
Graham Gano,71309,K,NYG,BAL,1.62,0.1,,0.39,0.44,0.39,0.15,,,0.05,6.07,30,27,3.50,-2.57
Nick Folk,2507225,K,TEN,CIN,1.87,0.11,,0.4,0.51,0.4,0.28,,,0.06,7.21,18,28,3.00,-4.21
Daniel Carlson,2560993,K,LV,ATL,1.97,0.05,,0.44,0.49,0.38,0.27,,,,7.48,12,29,2.00,-5.48
Eddy Pineiro,2560842,K,CAR,DAL,1.86,0.11,,0.33,0.44,0.33,0.22,,,,6.26,29,30,2.00,-4.26
Harrison Butker,2558245,K,KC,@CLE,2.76,0.08,,0.43,0.54,0.38,0.27,,,,8.30,6,31,1.00,-7.3
Riley Patterson,2567013,K,CLE,KC,,,,,,,,,,,0.00,44,32,1.00,1.0
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,31,33,0.00,
Mike Badgley,2560965,K,DET,BUF,,,,,,,,,,,0.00,32,34,0.00,0.0
Tanner Brown,2569984,K,ATL,@LV,,,,,,,,,,,0.00,33,35,0.00,0.0
Zane Gonzalez,2558178,K,WAS,@NO,,,,,,,,,,,0.00,34,36,0.00,0.0
Alex Hale,2573890,K,GB,@SEA,,,,,,,,,,,0.00,35,37,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,36,38,0.00,
Dustin Hopkins,2539227,K,CLE,KC,,,,,,,,,,,0.00,37,39,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,39,40,0.00,
Jude McAtamney,2573503,K,NYG,BAL,,,,,,,,,,,0.00,40,41,0.00,0.0
Evan McPherson,2565953,K,CIN,@TEN,,,,,,,,,,,0.00,41,42,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,42,43,0.00,
Brayden Narveson,2573470,K,TEN,CIN,,,,,,,,,,,0.00,43,44,0.00,0.0
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,45,0.00,
Matt Prater,2506677,K,ARI,NE,,,,,,,,,,,0.00,46,46,0.00,0.0
John Parker Romo,2569101,K,NE,@ARI,,,,,,,,,,,0.00,47,47,0.00,0.0
Austin Seibert,2562729,K,WAS,@NO,,,,,,,,,,,0.00,48,48,0.00,0.0
Spencer Shrader,2573175,K,KC,@CLE,,,,,,,,,,,0.00,49,49,0.00,0.0
Charlie Smyth,2572330,K,NO,WAS,,,,,,,,,,,0.00,50,50,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,51,51,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
Greg Zuerlein,2534797,K,NYJ,@JAX,,,,,,,,,,,0.00,53,53,0.00,0.0
